drop_zone,vendor_id,tips
143,HV0003,0.5327956777433623
119,HV0003,0.13942146898624982
107,HV0003,0.48526205649938337
68,HV0003,0.6023632886627313
111,HV0003,0.5866555042744495
149,HV0003,0.29078205589394907
115,HV0003,0.40833531139137264
120,HV0003,0.2331142237476477
253,HV0003,0.47739277300261623
138,HV0003,1.6643029599902475
164,HV0003,0.6910095950266012
25,HV0003,0.5549772413210841
165,HV0003,0.2782438448040188
13,HV0003,0.715498380182236
173,HV0003,0.19156274646524907
239,HV0003,0.6681178363689474
98,HV0003,0.3375803398795956
88,HV0003,0.7651107381218768
22,HV0003,0.2898328224536157
71,HV0003,0.15396682529037267
141,HV0003,0.519914159448045
188,HV0003,0.24990313927488614
225,HV0003,0.2671870998575347
185,HV0003,0.21978807055240326
197,HV0003,0.21085831430527438
44,HV0003,0.8527311807507513
256,HV0003,0.3518007259397268
118,HV0003,0.5085632089933766
26,HV0003,0.2014496767460318
135,HV0003,0.3258958322766801
182,HV0003,0.18469473211796156
245,HV0003,0.573759955818169
187,HV0003,0.39353007078231333
108,HV0003,0.2749987839228267
126,HV0003,0.11832101769923395
73,HV0003,0.27388915576474643
114,HV0003,0.4562506019732851
183,HV0003,0.28026918111370297
190,HV0003,0.5572742408153811
178,HV0003,0.22486617993621796
128,HV0003,0.4172678502412112
242,HV0003,0.20613249067530398
206,HV0003,0.4213948667175689
56,HV0003,0.20967896267586855
258,HV0003,0.22340541931856775
224,HV0003,0.42638022807868114
265,HV0003,2.6230762205579077
251,HV0003,0.6497631212827152
191,HV0003,0.23570960410472577
24,HV0003,0.44634380124687567
152,HV0003,0.28472445447009687
86,HV0003,0.28722097416928205
210,HV0003,0.27518347698022516
146,HV0003,0.49744235292662936
9,HV0003,0.43831806148871616
240,HV0003,0.20842715372343662
34,HV0003,0.4694845072180591
5,HV0003,0.7373032453602599
27,HV0003,1.3060834083129298
18,HV0003,0.1147352087293868
21,HV0003,0.290727967336133
199,HV0003,1.534
90,HV0003,0.5011432152980483
204,HV0003,0.8275897363760357
80,HV0003,0.3648121620508163
19,HV0003,0.42179068999544134
263,HV0003,0.5007932265987197
145,HV0003,0.4472131384608674
133,HV0003,0.35960875634451367
32,HV0003,0.14719323128259001
83,HV0003,0.25347189332615655
69,HV0003,0.11937332326839692
50,HV0003,0.5382649854536078
65,HV0003,0.5701549562843838
184,HV0003,0.26611871950676624
109,HV0003,0.8086208590492282
7,HV0003,0.38986924873533885
219,HV0003,0.2294909508532293
37,HV0003,0.30490511003201426
102,HV0003,0.31114295778513673
244,HV0003,0.31662478140832523
93,HV0003,0.6354205745299302
59,HV0003,0.13533949641844606
148,HV0003,0.44258298661115236
55,HV0003,0.33129473389980496
260,HV0003,0.3310968670835498
200,HV0003,0.6030138972612216
57,HV0003,0.34982977002925636
42,HV0003,0.24851265873838121
2,HV0003,0.4942867867867867
62,HV0003,0.22929463460735805
131,HV0003,0.2742206808242172
74,HV0003,0.2703913362676992
10,HV0003,0.2688651418700583
192,HV0003,0.29877886138263704
181,HV0003,0.5772217525775737
193,HV0003,0.318687169056741
63,HV0003,0.14779998475257336
137,HV0003,0.3966748999746193
201,HV0003,0.7871777152357496
43,HV0003,0.9057214435834502
91,HV0003,0.18096901640215193
106,HV0003,0.5613392570431296
205,HV0003,0.15641962498650622
39,HV0003,0.1169617422507924
154,HV0003,0.45154243930223525
233,HV0003,0.581111400465916
161,HV0003,0.7840766606399828
231,HV0003,0.5879284451566975
226,HV0003,0.3759140263278513
110,HV0003,0.9404775280898876
122,HV0003,0.20429283012055188
92,HV0003,0.28262279365481385
75,HV0003,0.36808765053305526
8,HV0003,0.47202724862475837
221,HV0003,0.4578301158876664
6,HV0003,0.6151086893448623
142,HV0003,0.7179362860541472
47,HV0003,0.08675917413262017
85,HV0003,0.1803522024737465
117,HV0003,0.32789813862145717
124,HV0003,0.42136539232278447
223,HV0003,0.43640000701978215
58,HV0003,0.3869203793168766
195,HV0003,0.49400220880370493
147,HV0003,0.11592199237881837
202,HV0003,0.5739492280680868
113,HV0003,0.5163102274676052
203,HV0003,0.21434244292826124
17,HV0003,0.272665439346913
87,HV0003,0.6254675443912158
67,HV0003,0.412679394699099
255,HV0003,0.4395058889630123
158,HV0003,0.5157982501143675
28,HV0003,0.29973019028002296
218,HV0003,0.1987283611884679
129,HV0003,0.28565237733765386
247,HV0003,0.1663514379408929
12,HV0003,1.0485329031475208
228,HV0003,0.4091087606224123
89,HV0003,0.2845952258513941
209,HV0003,0.6464093611027524
61,HV0003,0.25381410697964213
179,HV0003,0.37860792922148817
94,HV0003,0.09120245045878593
157,HV0003,0.31663283616293053
186,HV0003,0.7601062980790373
45,HV0003,0.5325175753963607
156,HV0003,0.3123861456178561
150,HV0003,0.3072727444595218
136,HV0003,0.12637917290890396
162,HV0003,0.8031823941364723
198,HV0003,0.327444247712919
84,HV0003,0.7688656445215017
215,HV0003,0.13071586281176892
33,HV0003,0.6140418969800997
171,HV0003,0.30980426237206976
159,HV0003,0.10750521390899159
72,HV0003,0.11211260121946229
81,HV0003,0.1409220982538736
213,HV0003,0.13405779698190984
250,HV0003,0.1678706242444195
220,HV0003,0.33617258232299596
246,HV0003,0.539931134832463
166,HV0003,0.41109697332986406
144,HV0003,0.5126646936451984
51,HV0003,0.1586570106032413
177,HV0003,0.14190100017062124
207,HV0003,0.330987642284589
238,HV0003,0.5679140364268978
217,HV0003,0.16755271370246583
174,HV0003,0.1683257690326623
29,HV0003,0.3012411580223316
123,HV0003,0.22297747998421755
229,HV0003,0.5975733165825056
163,HV0003,0.8729534551711288
48,HV0003,0.6974734871576339
16,HV0003,0.4463182567276297
82,HV0003,0.2281515035966039
64,HV0003,0.6237247845524045
36,HV0003,0.3309741196228129
211,HV0003,0.5254942021697278
261,HV0003,0.9019509465603958
176,HV0003,0.7748756697886446
248,HV0003,0.12024472666189673
31,HV0003,0.5077913552684513
78,HV0003,0.09717895046668523
30,HV0003,0.8560174354546987
249,HV0003,0.457507211464915
214,HV0003,0.5933277258914224
79,HV0003,0.4005889826544886
23,HV0003,0.4788470389522978
125,HV0003,0.6350018722098058
11,HV0003,0.34661595696144554
76,HV0003,0.10061480813936297
180,HV0003,0.21819764303286351
175,HV0003,0.3944033547996182
153,HV0003,0.16861628894040928
112,HV0003,0.4626200208578148
234,HV0003,0.5097121924957683
243,HV0003,0.30279039387026563
97,HV0003,0.392754698292232
38,HV0003,0.23628148888646675
216,HV0003,0.19798194819495282
20,HV0003,0.20473699208276874
66,HV0003,0.4749753006536965
189,HV0003,0.4896046109533387
160,HV0003,0.40644020570313993
60,HV0003,0.09026115579229303
101,HV0003,0.6207195703252948
194,HV0003,0.5755553895284162
40,HV0003,0.6110451470447432
227,HV0003,0.3074835269427639
54,HV0003,0.6266273286496858
230,HV0003,1.0816144978152182
77,HV0003,0.101583335314981
46,HV0003,0.5379624852030153
14,HV0003,0.4989294895754922
1,HV0003,2.997290961956121
264,HV0003,1.7575925925925928
151,HV0003,0.49353888072995744
100,HV0003,0.7464012776164424
41,HV0003,0.3316123934468837
105,HV0003,1.1128294573643414
99,HV0003,0.5846157717627262
257,HV0003,0.6707645670331785
130,HV0003,0.21526357548529004
259,HV0003,0.19486980221531114
212,HV0003,0.11651813212079866
241,HV0003,0.1610260711467506
237,HV0003,0.6965521107994341
15,HV0003,0.6060334858216855
208,HV0003,0.2864836456662649
235,HV0003,0.08892777360796851
53,HV0003,0.32854223174228087
170,HV0003,0.5674403117198719
169,HV0003,0.09363351451510105
232,HV0003,0.36509204600692635
96,HV0003,0.3849365082747321
140,HV0003,0.5649119043618429
167,HV0003,0.0972109769091445
196,HV0003,0.34827362159703784
70,HV0003,0.5420214405189073
262,HV0003,0.5707356801833896
236,HV0003,0.6403432497596544
172,HV0003,0.629120273076372
52,HV0003,0.6361354219771334
155,HV0003,0.2582999103077231
134,HV0003,0.4146221407638311
49,HV0003,0.3893116487563152
127,HV0003,0.23988897831182354
168,HV0003,0.15099115499153498
35,HV0003,0.08793031388375903
3,HV0003,0.1683707068617817
121,HV0003,0.269068226718493
132,HV0003,1.582240152164316
116,HV0003,0.3237354807897585
254,HV0003,0.11274344813678842
4,HV0003,0.30526731458511347
222,HV0003,0.16082042553703868
139,HV0003,0.17932564888240426
252,HV0003,0.4460769950297009
95,HV0003,0.462353947259232
104,HV0003,0.0
87,HV0004,0.1435435209211758
92,HV0004,0.35647414370689195
177,HV0004,0.17166377029009383
232,HV0004,0.1625596549988312
159,HV0004,0.1986166881793524
183,HV0004,0.5173871882086167
33,HV0004,0.2880662114918119
116,HV0004,0.24798786798144928
166,HV0004,0.17020702953869643
109,HV0004,1.151111111111111
168,HV0004,0.2536481691355754
247,HV0004,0.2802805181750438
162,HV0004,0.12132328149332867
38,HV0004,0.4722855567371696
24,HV0004,0.1649650752626611
260,HV0004,0.31486287480033637
123,HV0004,0.3885086227487217
187,HV0004,1.2593055555555557
133,HV0004,0.7561173118900987
256,HV0004,0.16256085890509753
202,HV0004,0.4143655093394204
100,HV0004,0.13892092219948055
246,HV0004,0.12500842758710148
152,HV0004,0.2286905442056483
117,HV0004,0.5945948303641312
35,HV0004,0.16261787835277758
31,HV0004,1.0393286449336614
61,HV0004,0.22679902271723754
155,HV0004,0.38483812283995467
5,HV0004,1.8484375000000002
111,HV0004,0.5020289855072464
220,HV0004,0.6528730767561958
28,HV0004,0.44836139176065165
198,HV0004,0.30087248501157204
218,HV0004,0.18738429740757326
248,HV0004,0.1310626004606137
209,HV0004,0.18278215330401817
101,HV0004,0.7633073916133617
89,HV0004,0.3948655850928396
196,HV0004,0.42292828045331426
242,HV0004,0.3301965926309762
244,HV0004,0.2299016425450546
224,HV0004,0.15790926251141696
46,HV0004,0.71311
265,HV0004,0.8241004901960783
37,HV0004,0.1971071940201708
40,HV0004,0.3439804668852389
47,HV0004,0.173886795987268
250,HV0004,0.2740804647330071
76,HV0004,0.20869226645637426
14,HV0004,0.5273993389577113
142,HV0004,0.1632319531143588
206,HV0004,0.5885102447353443
233,HV0004,0.128764164703208
257,HV0004,0.4958450140436897
178,HV0004,0.32986965589155365
170,HV0004,0.1413053173055847
261,HV0004,0.20301430591195505
20,HV0004,0.2743642707666327
82,HV0004,0.23832553318832927
176,HV0004,1.7127727272727273
258,HV0004,0.3186235023926545
107,HV0004,0.14023389819628876
169,HV0004,0.18330174808960906
127,HV0004,0.3541997892863344
54,HV0004,0.31171235423212634
124,HV0004,0.515461153628118
147,HV0004,0.2140828432354725
195,HV0004,0.30517314082674285
10,HV0004,0.2931367275005889
66,HV0004,0.19708511848728355
167,HV0004,0.12649838936639773
137,HV0004,0.1458418395054697
42,HV0004,0.18658846047691474
185,HV0004,0.3852338444678725
234,HV0004,0.12571339037087878
141,HV0004,0.13015995380374737
102,HV0004,0.37191653239058947
67,HV0004,0.7218695223394219
60,HV0004,0.19340375637908738
144,HV0004,0.1356773011869608
71,HV0004,0.21571323756552338
180,HV0004,0.1800789195210248
25,HV0004,0.2575879324535158
112,HV0004,0.1941081780027318
160,HV0004,0.5221568207147066
97,HV0004,0.20495866314457517
191,HV0004,0.547535046711593
197,HV0004,0.26099467368898066
129,HV0004,0.3986319670771275
93,HV0004,0.509866760526036
205,HV0004,0.20724718466270886
81,HV0004,0.18493492263989378
106,HV0004,0.34677822667135416
3,HV0004,0.33484797322032
204,HV0004,0.7354901960784314
9,HV0004,0.658837570621469
72,HV0004,0.1905025378702275
148,HV0004,0.13823018363021738
179,HV0004,0.32375349566847184
252,HV0004,0.5412618058895836
59,HV0004,0.23448717948717948
83,HV0004,0.30334331608421017
120,HV0004,0.30248484848484847
121,HV0004,0.5165049936221032
208,HV0004,0.3500376725083768
181,HV0004,0.33255014887851747
253,HV0004,0.417
17,HV0004,0.19407720324607333
150,HV0004,0.6094310924369748
115,HV0004,0.3619119496855346
175,HV0004,0.8821113023522661
18,HV0004,0.22666367920576283
48,HV0004,0.16576807287073783
226,HV0004,0.2862444056980081
128,HV0004,0.36318987199202457
230,HV0004,0.15126814953348608
11,HV0004,0.39339899530348965
190,HV0004,0.4556362864422393
30,HV0004,0.4103982300884956
157,HV0004,0.2904352904080731
164,HV0004,0.129511416151216
146,HV0004,0.2406396761189584
26,HV0004,0.38731012812691307
94,HV0004,0.19407192116191826
114,HV0004,0.13892245719314456
79,HV0004,0.14358024534181113
91,HV0004,0.2683142932537305
207,HV0004,0.34020833333333333
50,HV0004,0.11286573606732188
228,HV0004,0.4441783664604512
263,HV0004,0.14166390524594952
182,HV0004,0.40438757062050584
12,HV0004,0.36956388759207387
131,HV0004,0.7671949655282988
22,HV0004,0.43940866559452757
165,HV0004,0.5179718601854364
240,HV0004,0.606804794520548
44,HV0004,1.7517567567567567
255,HV0004,0.17756918787259396
201,HV0004,1.148466922343619
74,HV0004,0.15824031028406826
251,HV0004,0.8837323232323234
229,HV0004,0.14983857798177674
217,HV0004,0.16580801593104844
90,HV0004,0.1425084178625881
215,HV0004,0.18233299267186565
171,HV0004,0.3799712217957081
13,HV0004,0.1451188777663517
227,HV0004,0.4892456301578853
138,HV0004,0.8704979181515536
73,HV0004,0.3584871566884015
19,HV0004,0.8641691320499834
108,HV0004,0.22745381985438806
65,HV0004,0.20011945791019894
212,HV0004,0.2417455713563096
126,HV0004,0.1853372471178718
153,HV0004,0.45038587193707674
134,HV0004,0.6657470088126028
23,HV0004,0.8020358187134503
130,HV0004,0.34388980361399074
1,HV0004,1.1541374020335808
158,HV0004,0.1441371701765453
149,HV0004,0.3795297219558965
241,HV0004,0.3176493285174442
63,HV0004,0.11770388154978484
262,HV0004,0.1461120079578508
236,HV0004,0.15468204189049595
254,HV0004,0.2282604760473962
210,HV0004,0.37459929362323335
69,HV0004,0.32421611040722087
53,HV0004,0.23365734055354995
113,HV0004,0.15877639315487593
140,HV0004,0.14807025667172616
6,HV0004,0.5860028735632183
119,HV0004,0.20646054174252523
39,HV0004,0.20475358346195097
163,HV0004,0.13022072997165823
188,HV0004,0.27500583352443825
118,HV0004,0.7216104868913857
45,HV0004,0.17745907638601963
62,HV0004,0.20140030475023543
225,HV0004,0.1866025707886048
193,HV0004,0.2613740998474797
259,HV0004,0.2707128519129484
151,HV0004,0.17794912425971052
161,HV0004,0.11585191038393398
186,HV0004,0.16424038381313752
52,HV0004,0.29245744903407744
78,HV0004,0.26037142679311154
200,HV0004,0.9344984452504146
41,HV0004,0.16821168576661874
192,HV0004,0.4969462920016491
43,HV0004,0.2248322257724223
32,HV0004,0.31540474250332556
174,HV0004,0.22791008391197817
143,HV0004,0.13146522648235698
211,HV0004,0.13600511229612205
122,HV0004,0.35684022394487513
96,HV0004,0.6202107142857143
68,HV0004,0.14623646826224992
7,HV0004,0.31415138239967044
29,HV0004,0.48814984713967774
80,HV0004,0.1951860921224578
135,HV0004,0.5935654461892044
16,HV0004,0.46000093143840604
21,HV0004,0.43247277583988547
231,HV0004,0.13389226542088775
55,HV0004,0.43714338658144725
64,HV0004,0.5339063360881543
75,HV0004,0.15715444123137634
203,HV0004,0.33630334116238375
173,HV0004,0.30612362276712457
172,HV0004,0.9849521857923498
85,HV0004,0.2827759497310181
238,HV0004,0.161526210082647
139,HV0004,0.46929896366259993
57,HV0004,0.401969696969697
58,HV0004,0.302984126984127
216,HV0004,0.28604324217825267
239,HV0004,0.16623452609331615
34,HV0004,0.2984136631395921
88,HV0004,0.17354404541006288
27,HV0004,1.1350122578224986
70,HV0004,0.41334409543879247
235,HV0004,0.24072560150601752
245,HV0004,0.5786997991967872
189,HV0004,0.28361220565782314
49,HV0004,0.2201623371300451
36,HV0004,0.21951965139981314
98,HV0004,0.795006141769828
194,HV0004,0.31984105496513576
145,HV0004,0.1998630050574148
132,HV0004,1.0174043265319117
222,HV0004,0.6133311511918218
136,HV0004,0.2929029529959436
86,HV0004,0.2544057908054387
243,HV0004,0.30882530052263507
95,HV0004,0.423668974137144
51,HV0004,0.26739485386113054
223,HV0004,0.3969681216291951
125,HV0004,0.16093300535311833
249,HV0004,0.15348825081576506
156,HV0004,0.4923333333333333
213,HV0004,0.15280350226239503
4,HV0004,0.1415953122563732
15,HV0004,0.9156876876876876
237,HV0004,0.14658384075031253
219,HV0004,0.16700743857081884
154,HV0004,0.4845816572807724
214,HV0004,0.5859285714285715
56,HV0004,0.32202298023903986
77,HV0004,0.1244792783913218
84,HV0004,0.36401699029126217
221,HV0004,0.3590850938967136
184,HV0004,0.7983015873015872
8,HV0004,0.3853488888888889
99,HV0004,3.0409999999999995
2,HV0004,2.198
46,HV0005,1.1503007660984004
218,HV0005,0.30243379203413245
43,HV0005,1.1756916343008281
136,HV0005,0.3495679147208172
96,HV0005,0.7180121803697069
44,HV0005,1.1289123635589917
251,HV0005,0.8753806646283107
70,HV0005,0.9136354062474744
117,HV0005,0.6097997147784245
261,HV0005,1.2320743733804693
124,HV0005,0.6174606064847823
20,HV0005,0.4638642369769763
216,HV0005,0.37015630182729153
189,HV0005,0.9792687776554693
80,HV0005,0.6770463827833639
172,HV0005,0.9131445215928833
112,HV0005,0.8575002705310583
93,HV0005,1.1056427720640825
100,HV0005,1.104059714454325
121,HV0005,0.4975535692986209
107,HV0005,0.7494191837587709
19,HV0005,0.7091383947644818
213,HV0005,0.3058492280027044
120,HV0005,0.657200196116936
36,HV0005,0.667943381400288
233,HV0005,0.8456053585104624
31,HV0005,1.2916395222613755
151,HV0005,0.791438983897369
215,HV0005,0.24227582568184963
134,HV0005,0.7240077819473795
90,HV0005,0.8223308719378034
255,HV0005,0.7437491784889794
243,HV0005,0.9699683307627205
208,HV0005,0.6197118131972894
79,HV0005,0.6399425590212078
175,HV0005,0.7228436675066091
48,HV0005,1.003092787180287
10,HV0005,0.42863191200689366
154,HV0005,0.9094716653828123
138,HV0005,2.3114419640448234
87,HV0005,0.9357969533177979
254,HV0005,0.25579090134583965
214,HV0005,0.8514050983645898
177,HV0005,0.34017296239229716
58,HV0005,0.8024863942259044
241,HV0005,0.4687850556332524
54,HV0005,1.099372431528979
2,HV0005,1.3648181818181817
82,HV0005,0.4747644042441836
140,HV0005,0.8433322308221735
35,HV0005,0.18429717166266746
220,HV0005,0.9236649556613867
18,HV0005,0.3038681963884912
164,HV0005,1.0204508779929402
153,HV0005,0.9592819546841588
180,HV0005,0.39603986838514227
94,HV0005,0.2568816762436634
145,HV0005,0.7863175570416981
262,HV0005,0.8489082724907435
131,HV0005,0.4879785480297153
156,HV0005,0.4606669855992629
42,HV0005,0.5636350002686178
26,HV0005,0.47686639515021545
207,HV0005,0.7969734936076328
223,HV0005,0.8852491413556138
64,HV0005,0.9653254046975795
110,HV0005,1.7725581395348837
263,HV0005,0.7795916212981345
229,HV0005,0.8307814253479533
185,HV0005,0.5288343883976023
65,HV0005,0.9384317102485916
190,HV0005,1.0686069264052276
203,HV0005,0.3121300543503697
245,HV0005,0.7214845535242491
128,HV0005,1.024018091216936
51,HV0005,0.3645660067453158
202,HV0005,0.9334904517242322
181,HV0005,1.0872736187545569
186,HV0005,1.1790214442918974
259,HV0005,0.42503892977172575
235,HV0005,0.21484452389219233
23,HV0005,0.7114457452249113
86,HV0005,0.40516037061808374
116,HV0005,0.7722139462828906
221,HV0005,0.645900783351759
192,HV0005,0.6469705950279072
30,HV0005,1.0658394497519013
209,HV0005,0.9582622299877982
240,HV0005,0.49047395067877014
238,HV0005,0.8910516087153058
141,HV0005,0.74282608006231
253,HV0005,0.7278079553977143
14,HV0005,1.0633900793034874
169,HV0005,0.26100422633035253
194,HV0005,1.0239922045077827
184,HV0005,0.551068545693705
195,HV0005,0.9041548200011011
8,HV0005,1.1235672032543063
130,HV0005,0.3970221984570806
33,HV0005,1.0154744927059962
139,HV0005,0.3062622739527036
63,HV0005,0.3090996785846225
183,HV0005,0.5240238920912043
146,HV0005,0.8729341849588715
197,HV0005,0.3747389842209236
97,HV0005,0.7666944438732621
7,HV0005,0.8012381079678846
256,HV0005,0.6238914781597801
6,HV0005,0.9116227804752349
250,HV0005,0.3622129127807545
84,HV0005,1.234865361945273
205,HV0005,0.2581184712959693
167,HV0005,0.2616200260713483
123,HV0005,0.4646092396347903
47,HV0005,0.2398836032922959
11,HV0005,0.6857680352476742
89,HV0005,0.8123440950601651
99,HV0005,0.8016890910761879
55,HV0005,0.6640550121633982
91,HV0005,0.3576013723993925
66,HV0005,0.8340665844815613
40,HV0005,1.1059073321674264
150,HV0005,0.6582289287114891
171,HV0005,0.6757220868900374
249,HV0005,0.7567478955371342
204,HV0005,1.1526900715953545
182,HV0005,0.4335960418534506
248,HV0005,0.2827250303996088
28,HV0005,0.5847962735259365
37,HV0005,0.5950651253635995
49,HV0005,0.7840130156067963
188,HV0005,0.6526762925322476
198,HV0005,0.7490283721119508
239,HV0005,1.014897519001979
9,HV0005,0.7703419983912896
159,HV0005,0.3240627454882546
173,HV0005,0.40186808699547016
95,HV0005,0.8394194621047097
50,HV0005,0.7808360094646565
73,HV0005,0.5699221575344743
178,HV0005,0.45097898140643705
3,HV0005,0.3852360665595992
57,HV0005,0.7129458102085143
27,HV0005,2.284546192302003
257,HV0005,1.3070536740324947
13,HV0005,0.9532608057460535
22,HV0005,0.6312711914691808
108,HV0005,0.6221967638348063
88,HV0005,1.1362778947263894
125,HV0005,1.0018207501996728
12,HV0005,1.4702712506967919
32,HV0005,0.3183869492077066
196,HV0005,0.6484342815268286
265,HV0005,2.2313879564795727
81,HV0005,0.2606955048578409
76,HV0005,0.22322030819404085
83,HV0005,0.5157739458393358
252,HV0005,0.7875121190787956
244,HV0005,0.8458544861042719
78,HV0005,0.28008208363486115
62,HV0005,0.5733801744662594
226,HV0005,0.8100735066650901
163,HV0005,1.2281495966629807
101,HV0005,0.9165300439585913
230,HV0005,1.4859429727223115
219,HV0005,0.381546940808022
102,HV0005,0.5844259067361259
237,HV0005,0.9517142019155115
109,HV0005,1.0354690945266694
211,HV0005,0.7964781220944654
4,HV0005,0.5269781509834639
122,HV0005,0.2850282235994087
149,HV0005,0.5933198165778787
161,HV0005,1.1320140744227651
157,HV0005,0.6274650891924691
98,HV0005,0.6660104494326701
77,HV0005,0.18976448581683214
165,HV0005,0.6064608583161076
105,HV0005,1.0506896551724139
118,HV0005,0.8493169444587592
137,HV0005,0.6039694419455683
21,HV0005,0.6371107951694988
72,HV0005,0.2407370546356499
126,HV0005,0.3273865746908285
168,HV0005,0.3989974423594507
132,HV0005,2.4686220462616446
174,HV0005,0.41937917958149623
232,HV0005,0.6073252331367427
210,HV0005,0.541112370201618
45,HV0005,0.7505458861533026
258,HV0005,0.4008941161115828
201,HV0005,1.2545438863016787
193,HV0005,0.5292424266922143
39,HV0005,0.22889225297307383
92,HV0005,0.570487406282371
158,HV0005,0.7872335717308717
224,HV0005,0.5864574697722569
217,HV0005,0.3409046525695935
234,HV0005,0.7997588847311297
75,HV0005,0.6228472215921657
1,HV0005,3.727481214045018
5,HV0005,1.0922361066502744
228,HV0005,0.9746082236613981
60,HV0005,0.23511427395016313
127,HV0005,0.9097042323842889
212,HV0005,0.27113500860419565
53,HV0005,0.6133972581969033
17,HV0005,0.5803669965340523
114,HV0005,0.7129426289239797
34,HV0005,0.9069705825133295
85,HV0005,0.46350451283039823
56,HV0005,0.4379144448262966
68,HV0005,0.9234990659327249
179,HV0005,0.766245055765661
24,HV0005,0.7904336068853496
222,HV0005,0.27831839264926167
236,HV0005,0.9275749757277209
148,HV0005,0.7239888990092227
59,HV0005,0.4137419275618662
29,HV0005,0.5948756506004823
38,HV0005,0.38381518205387966
225,HV0005,0.5590059851138609
166,HV0005,0.7338801156040617
69,HV0005,0.3419738141703372
147,HV0005,0.266598925272546
74,HV0005,0.5295936130489135
16,HV0005,0.7971169075649179
176,HV0005,0.9804435987402161
260,HV0005,0.6625569106198704
247,HV0005,0.4603298569225054
200,HV0005,1.3785374541691142
119,HV0005,0.33780887747020755
67,HV0005,0.8175138181186025
71,HV0005,0.33086108765176536
162,HV0005,1.2070938207412307
25,HV0005,0.9835608150807322
143,HV0005,0.762274530384604
246,HV0005,0.8150859571577467
133,HV0005,1.0888389205507003
41,HV0005,0.6384525317271287
142,HV0005,0.9913855278791639
160,HV0005,0.7308711620299647
111,HV0005,1.5506374349361924
15,HV0005,0.9251985924655721
106,HV0005,1.082596588663994
144,HV0005,0.7607129593950139
152,HV0005,0.6166025851289881
187,HV0005,0.5507886867297652
155,HV0005,0.5155320834491445
52,HV0005,1.1001122391796816
170,HV0005,0.8522390499969595
135,HV0005,0.6015049454961899
242,HV0005,0.4583813969609715
129,HV0005,0.6811256625705685
115,HV0005,0.5870783235439334
227,HV0005,0.808582958071313
191,HV0005,0.3865705746041072
61,HV0005,0.5873404111607176
113,HV0005,0.8307242612766065
231,HV0005,0.8664511330404081
206,HV0005,0.6149249304712004
104,HV0005,0.0
199,HV0005,0.0
